study,pubmed.id,country,authors,title,publication,doi,email,year,Study,UniqueStudy,Etiology,lingual,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,Handedness,MRI Machine,Coils,MRI Tesla,Flip Angle,Repitition Time(ms),Echo Time (ms),Inversion Time (ms) ,NumberExcitations(NEX),AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,FWHM,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,SummaryLeaning,MeanControl,SDControl,MeanHL,SDHL,Z score,F test,t-value,P-value,ClusterSize,DoubleChecked,References,ScopusCitations
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,0,-26,42,BA31,cingulate cortex,Middle Cingulate Gyrus,left,VBM,GM,,,decrease,1.6103,0.6271,,,,,,,,7.06,,418,y,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,50,-4,46,BA6,frontal,middle frontal gyrus,right,VBM,GM,,,decrease,1.3275,0.553,,,,,,,,5.82,,235,y,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,50,0,2,BA22,temporal lobe,superior temporal Gyrus,right,VBM,GM,,,decrease,1.626,0.6309,,,,,,,,7.13,,432,y,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,62,-4,-14,BA21,temporal lobe,Middle Temporal Pole,right,VBM,GM,,,decrease,1.4393,0.5841,,,,,,,,6.31,,144,y,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,4,-66,12,BA7,parietal,precuneus,right,VBM,GM,,,decrease,1.6993,0.6475,,,,,,,,7.45,,588,y,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,-56,4,0,BA22,temporal lobe,superior temporal Gyrus,left,VBM,GM,,,decrease,1.2887,0.5416,,,,,,,,5.65,,122,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,-46,-30,16,BA13,temporal lobe,HG,left,VBM,GM,,,decrease,1.1291,0.4916,,,,,,,,4.95,,149,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,-8,48,2,BA13,frontal,medial frontal,left,VBM,GM,,,decrease,1.3572,0.5615,,,,,,,,5.95,,238,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,-6,-24,46,BA32,parietal,precuneus,left,VBM,GM,,,decrease,1.494,0.5985,,,,,,,,6.55,,255,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,-16,-102,-16,BA18,occipital,lingual gyrus,left,VBM,GM,,,decrease,1.8476,0.6786,,,,,,,,8.1,,150,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,-26,-42,-2,,entorhinal,Parahippocampal Gyrus,left,VBM,GM,,,decrease,1.3914,0.5711,,,,,,,,6.1,,111,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,56,4,0,BA22,temporal lobe,superior temporal Gyrus,right,VBM,GM,,,decrease,1.5214,0.6054,,,,,,,,6.67,,272,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,32,-22,18,BA13,temporal lobe,HG,right,VBM,GM,,,decrease,1.1861,0.5101,,,,,,,,5.2,,117,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,32,-36,46,BA3,parietal,supramarginal gyrus,right,VBM,GM,,,decrease,1.1952,0.513,,,,,,,,5.24,,197,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,6,-24,48,BA31,cingulate cortex,Middle Cingulate Gyrus,right,VBM,GM,,,decrease,1.5556,0.614,,,,,,,,6.82,,188,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,28,-70,32,BA19,occipital,superior occipital gyrus,right,VBM,GM,,,decrease,1.1701,0.505,,,,,,,,5.13,,345,,y,y
Feng et al. PNAS,29339512,USA,"Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.",Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients.,Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031.,https://doi.org/10.1073/pnas.1717603115,p.wong@cuhk.edu.hk,2018,37,27,congenital,Prelingual,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,,GE Discovery MR750/Siemenes Magnetom,,3,12/9,9.4/1900,3.8/2.6/3.25,,,512/256,512/2256,180/176,1.4/0.9,,MP-RAGE,T1,VBM,4,,FreeSurfer,32,-36,-6,BA54,entorhinal,Parahippocampal Gyrus,right,VBM,GM,,,decrease,1.4895,0.5973,,,,,,,,6.53,,124,,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,,,,,intracranial volume,intracranial volume,bilateral,VBM,GM+WM,,,decrease,0.2311562467,0.1148138086,,1344.9,94.5,1322.8,96.7,,,0.997,0.32,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,,,,,Total Cortex,GM,bilateral,VBM,GM,,,decrease,0.2010598644,0.1000257593,,648.9,59.7,637.7,51.4,,,1.49,0.13,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,-25,-46,-14,BA37,temporal lobe,fusiform gyrus,left,VBM,GM,,,increase,1.4839,0.5959,,,,,,6.6,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,37,-48,-13,BA37,temporal lobe,fusiform gyrus,right,VBM,GM,,,increase,1.2183,0.5202,,,,,,5.2,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,-48,-22,5,BA41,temporal lobe,STG,left,Thickness,WM,,,increase,0.3969,0.1947,,,,,,,,,0.05,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,58,-18,2,BA41,temporal lobe,STG,right,Thickness,WM,,,increase,0.3969,0.1947,,,,,,,,,0.05,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,-26,31,47,BA46,frontal,middle frontal gyrus,left,VBM,GM,,,increase,1.0696,0.4716,,,,,,5,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,27,29,47,BA46,frontal,middle frontal gyrus,right,VBM,GM,,,increase,1.1184,0.4881,,,,,,5.2,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,-53,-36,-22,BA20,temporal lobe,ITG,left,VBM,GM,,,increase,1.2438,0.5281,,,,,,5.7,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,47,-37,-23,BA20,temporal lobe,ITG,right,VBM,GM,,,increase,1.1184,0.4881,,,,,,5.2,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,-8,15,46,BA6,parietal,Supplementary motor area,left,VBM,GM,,,increase,1.1679,0.5043,,,,,,5.4,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,57,-54,42,BA39,parietal,inferior parietal,right,VBM,GM,,,increase,1.1431,0.4962,,,,,,5.3,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,-47,-20,-6,BA48,temporal lobe,STG,left,VBM,WM,,,decrease,1.6559,0.6377,,,,,,7.2,,,,,y,y,y
"Kumar U, Mishra M. Brain Res",30048625,India,"Kumar U, Mishra M.",Pattern of neural divergence in adults with prelingual deafness: Based on structural brain analysis.,Brain Res. 2018 Jul 23. pii: S0006-8993(18)30405-0.,https://doi.org/10.1016/j.brainres.2018.07.021,uttam@cbmr.res.in,2018,38,28,congenital,Prelingual,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,IndiaSL,50,19.5,,,,,,Mix/Match,Siemens Magnetom,,3,12,1600,2.13,,,224,256,192,1,,MP-RAGE,T1,VBM,14,,FreeSurfer,48,-18,15,BA48,temporal lobe,STG,right,VBM,WM,,,decrease,1.4839,0.5959,,,,,,6.6,,,,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,51,4,16,BA6,frontal,Primary motor cortex/subcentral gyrus,right,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,3200,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-44,4,26,BA44,frontal,Primary motor cortex/subcentral gyrus,left,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,240,y,y,y
